tot_net_dem,tot_dem,tot_res
-805.753216999999,3988.946783,4794.699999999999
-580.364341,3951.635659,4532.0
-169.53163599999834,3950.6683640000006,4120.199999999999
478.3285119999996,3922.328512,3444.0000000000005
1619.6226669999992,4049.0226669999993,2429.4
2093.8654669999996,4538.265467,2444.4000000000005
2132.011475000001,4567.711475000001,2435.7
2103.1307819999997,4453.330782,2350.2000000000003
1930.5027339999997,4297.002734,2366.5
1584.0699379999987,4029.8699379999994,2445.8000000000006
1276.390594,3694.5905940000002,2418.2000000000003
1038.5461550000005,3473.0461550000005,2434.5
862.5588329999991,3299.158832999999,2436.6
611.6352890000003,3241.935289,2630.2999999999997
560.2120059999997,3228.3120059999997,2668.1
592.7912519999995,3274.191251999999,2681.3999999999996
752.4888889999997,3435.3888889999994,2682.8999999999996
1091.6926940000008,3742.9926940000005,2651.2999999999997
1264.1877499999996,4059.687749999999,2795.4999999999995
365.9857650000017,4050.485765,3684.499999999998
-286.3720520000011,4007.427947999999,4293.8
-775.7157790000015,3990.0842209999996,4765.800000000001
-816.5648969999993,3899.735103,4716.299999999999
-874.9997619999986,4006.900238,4881.899999999999
-938.3750749999977,3994.4249250000007,4932.799999999998
-850.6000029999977,3958.499997,4809.099999999998
-575.7962509999993,3942.6037489999985,4518.399999999998
49.11674399999947,3924.616744,3875.5000000000005
1208.4110209999994,4061.011021,2852.6000000000004
1676.6568209999991,4523.456821,2846.8000000000006
1648.3908579999998,4553.090858,2904.7
1660.3229469999992,4456.422946999999,2796.1
1577.247496,4309.447496000001,2732.2000000000007
1394.2069439999996,4037.5069439999997,2643.3
1017.7086450000015,3705.4086450000013,2687.7
933.4463510000005,3481.8463510000006,2548.4
1248.5917020000015,3344.0917020000015,2095.5
915.8020649999999,3293.802065,2378.0
931.0018990000003,3286.201899,2355.2
1294.5448999999999,3347.7449000000006,2053.2000000000007
2127.5683120000003,3512.968312,1385.3999999999999
2513.6495649999993,3859.049564999999,1345.3999999999996
2707.3076149999997,4218.307615,1511.0
1267.9917099999989,4193.791709999999,2925.7999999999997
97.53037399999994,4124.030374000001,4026.500000000001
-541.8034849999995,4100.296515,4642.099999999999
-837.2050310000009,4077.594969,4914.800000000001
-1011.7364840000005,4047.163516,5058.900000000001
-1089.5088229999997,3989.5911770000007,5079.1
-933.3988439999989,3958.501156,4891.899999999999
-606.6719909999993,3918.8280090000007,4525.5
-4.043092999999317,3933.8569070000003,3937.8999999999996
1305.2818970000003,4112.781897000001,2807.5000000000005
1721.8924130000005,4576.692413000001,2854.8
1830.647006000001,4602.047006000001,2771.3999999999996
1791.0277300000002,4503.92773,2712.9
1649.8486109999994,4356.648611,2706.8
1369.692204999999,4068.092204999999,2698.4
1093.9006570000001,3749.6006569999995,2655.6999999999994
981.1857999999997,3511.7858,2530.6000000000004
837.9133029999998,3372.713303,2534.8
748.6034769999992,3304.5034769999993,2555.9
697.7339479999996,3306.833948,2609.1000000000004
762.8995680000003,3360.199568,2597.2999999999997
987.7054539999995,3520.8054539999994,2533.1
1427.507822999999,3861.507822999999,2434.0
1784.8024909999995,4171.402491,2386.6000000000004
1000.4071490000019,4159.807149,3159.3999999999983
436.0389340000024,4139.838934,3703.799999999998
32.072059999999055,4114.97206,4082.900000000001
296.3514790000013,4041.151479,3744.799999999999
626.2166910000001,3990.5166910000003,3364.3
894.1923710000015,3954.792371000001,3060.5999999999995
1114.4815190000004,3937.0815190000003,2822.6
1649.5643050000003,3904.0643050000003,2254.5
2230.213042999999,3910.9130429999996,1680.7000000000005
3426.0727820000006,4017.872782000001,591.8000000000001
3813.1090510000013,4519.309051000001,706.1999999999999
3065.1068670000013,4559.006867000001,1493.8999999999996
2714.3546799999995,4438.054679999999,1723.6999999999996
2429.537893,4272.7378929999995,1843.1999999999994
2017.1329690000018,4000.7329690000015,1983.5999999999997
1712.1157150000008,3689.9157150000005,1977.7999999999997
1432.5553499999987,3452.355349999999,2019.8000000000002
1110.7457789999994,3319.7457789999994,2209.0
1032.7765880000006,3261.4765880000004,2228.7
1111.7855520000007,3254.9855520000006,2143.2
1348.2297940000003,3298.529794,1950.2999999999997
1549.7476009999998,3450.247600999999,1900.4999999999993
1783.4812360000005,3771.281236,1987.7999999999993
1782.5141429999999,4050.414143,2267.9
892.3097989999992,4060.909798999999,3168.6
113.51309800000217,4036.413098000002,3922.8999999999996
-351.86606399999937,4048.733936,4400.599999999999
-399.87053200000037,4055.1294679999987,4454.999999999999
-373.70315700000083,4030.1968429999997,4403.900000000001
-303.4475719999991,3984.4524279999996,4287.899999999999
-32.57082599999967,3958.529174,3991.0999999999995
331.26876199999924,3903.1687620000002,3571.900000000001
974.9471000000003,3855.0470999999993,2880.099999999999
2264.080919000002,3945.380919000001,1681.2999999999993
2607.5102770000017,4334.210277000001,1726.6999999999994
2461.0081690000006,4330.508169,1869.499999999999
2261.433701000001,4215.8337010000005,1954.3999999999996
2337.52678,4090.62678,1753.1
2338.5799819999993,3890.6799819999997,1552.1000000000001
1554.1991819999998,3645.5991819999995,2091.3999999999996
1478.5784927,3428.3784926999992,1949.7999999999993
1521.6358752999997,3283.3358752999993,1761.6999999999996
1594.3074674000002,3208.8074674,1614.4999999999998
1551.0583551999996,3172.9583551999995,1621.8999999999999
1377.3473936000003,3167.4473936,1790.0999999999997
1642.3933844000012,3207.8933844000007,1565.4999999999995
1947.3533819999986,3312.7533819999985,1365.3999999999999
2395.8396760000014,3446.7396760000015,1050.9
2408.5638440000002,3501.7638440000005,1093.2000000000003
2411.8375229999992,3621.6375229999994,1209.8000000000002
2316.1080649999994,3714.2080649999994,1398.0999999999997
2487.887770000001,3762.5877700000005,1274.6999999999994
2235.3275060000014,3717.4275060000004,1482.099999999999
1588.7136760000003,3660.713676,2071.9999999999995
1411.2085500000007,3587.90855,2176.6999999999994
1625.6096360000017,3540.4096360000003,1914.7999999999986
2169.835457999999,3533.535457999999,1363.6999999999998
2639.0323329999987,3669.1323329999987,1030.1
2938.054191,4092.0541909999997,1153.9999999999998
2707.4280240000007,4140.528024,1433.0999999999997
2511.4127459999995,4054.1127459999993,1542.6999999999998
2012.8799409999997,3937.0799409999995,1924.1999999999998
1890.4115919999992,3761.511591999999,1871.0999999999997
1427.8549069,3546.6549069000002,2118.8
1310.3272543999997,3369.6272544,2059.3
1059.1772716,3240.3772716,2181.2
1094.6559658,3165.1559658000006,2070.5000000000005
823.0840169999997,3115.6840169999996,2292.6
713.5784390000003,3094.1784390000007,2380.6000000000004
846.0357296000002,3131.8357296000004,2285.8
978.8194627999997,3221.0194628,2242.2000000000003
1144.5422359999998,3316.6422359999997,2172.1
302.7697039999971,3344.169703999999,3041.400000000002
-71.38394000000108,3420.9160599999996,3492.3000000000006
-607.8652800000004,3483.93472,4091.8000000000006
-558.548918,3499.2510819999998,4057.7999999999997
-425.6911919999984,3492.208808000001,3917.8999999999996
-531.439240000002,3472.86076,4004.300000000002
-267.1695980000013,3439.7304019999992,3706.9000000000005
66.47073699999828,3420.070737,3353.6000000000017
641.767554,3439.767554,2798.0
2012.9949070000007,3610.7949070000004,1597.7999999999997
2563.322992999999,4157.422992999999,1594.1000000000001
2548.5964889999977,4300.496488999998,1751.9000000000003
2348.879557,4243.379557,1894.5
2310.9787399999996,4115.87874,1804.9000000000005
2160.1143490000004,3941.3143490000007,1781.2
1951.9066809999988,3718.3066809999987,1766.3999999999999
2005.0599634,3512.5599634,1507.5
1809.6466820000003,3386.0466820000006,1576.4000000000003
1561.6852605,3316.1852605,1754.5
1653.9443689999996,3304.244369,1650.3000000000004
1494.2628280000004,3350.7628280000004,1856.5
1731.7561450000005,3479.9561450000006,1748.2
2171.4321389999986,3729.0321389999995,1557.6000000000006
2808.818348,3978.518348,1169.7
2069.962023,4004.362023,1934.4
1579.3494529999998,4074.149453,2494.8
1391.3817619999986,4150.681761999999,2759.3000000000006
1161.1489920000004,4135.448992,2974.2999999999993
1120.4586439999998,4060.7586440000005,2940.3000000000006
1041.7316519999963,3978.6316519999987,2936.9000000000024
1147.6949010000008,3916.6949010000008,2769.0
1084.8028579999996,3857.202858,2772.4000000000005
1512.471122,3838.3711220000005,2325.9000000000005
2504.5611009999993,4042.2611009999996,1537.7
2399.8101360000005,4595.910136,2196.1
2274.9876430000004,4683.887643000001,2408.9000000000005
2469.6242369999995,4626.124237,2156.5000000000005
2049.9142069999984,4467.414206999999,2417.5000000000005
1759.9861599999995,4202.4861599999995,2442.5
1618.053652,3894.1536520000004,2276.1000000000004
1266.4516369999988,3659.251636999999,2392.8
1220.6226390000006,3511.8226390000004,2291.2
1050.728434,3450.5284340000003,2399.8
961.3647039999987,3447.2647039999983,2485.8999999999996
920.9748170000012,3506.674817000001,2585.7
1032.2016359999993,3687.201636,2655.0000000000005
1487.3739269999992,4071.573926999999,2584.2
2115.6980350000013,4431.198035000001,2315.5
1176.9527579999976,4401.852757999999,3224.9000000000015
313.4310489999989,4317.431049000001,4004.000000000002
-300.78152500000033,4234.818475000001,4535.600000000001
-562.6730809999972,4185.426919000001,4748.0999999999985
-593.6287570000022,4104.271242999999,4697.9000000000015
-546.4204380000047,4043.379561999999,4589.800000000004
-383.7075649999997,3973.192434999999,4356.899999999999
243.54541000000108,3936.0454100000006,3692.4999999999995
993.0418219999997,3915.4418220000002,2922.4000000000005
2318.7986150000015,4063.198615000001,1744.3999999999999
4100.436891,4665.936891,565.5
4086.082494,4758.082494,671.9999999999999
3927.942711999999,4638.942711999999,711.0
3543.112983000001,4477.412983000001,934.3
3317.462359,4186.162359,868.6999999999998
2694.357381,3851.857381,1157.5
2386.006253,3579.306253,1193.3000000000002
1892.2230710000015,3443.9230710000015,1551.7
1910.5631060000005,3372.0631060000005,1461.5
1444.807677,3354.6076770000004,1909.8000000000004
1686.9164489999991,3404.8164489999995,1717.9000000000003
2367.1109689999994,3597.910968999999,1230.8
3112.093841,3934.193841,822.0999999999998
3096.9381750000002,4296.138175,1199.2
2185.4500099999996,4286.95001,2101.5
1417.3540789999997,4209.954079,2792.6000000000004
1272.9272509999987,4154.0272509999995,2881.100000000001
1486.032564000001,4134.932564,2648.8999999999987
1536.2437119999972,4098.643712,2562.400000000003
1538.5352629999984,4048.5352629999993,2510.000000000001
1420.4786950000007,4005.6786950000005,2585.2
1870.2433260000016,3951.1433259999994,2080.899999999998
2313.470738000001,3942.4707380000013,1629.0000000000007
3596.21742,4133.21742,537.0
4527.198924999999,4644.798924999999,117.60000000000001
4587.141519000002,4698.541519000001,111.40000000000002
4435.151576,4611.551576,176.40000000000006
4249.7964950000005,4419.196495,169.4
3935.12419,4109.02419,173.90000000000003
3623.4940310000015,3742.0940310000015,118.60000000000002
3317.931753999999,3483.831753999999,165.90000000000003
3200.161939000001,3333.161939000001,133.00000000000006
3102.502731000001,3277.502731000001,175.00000000000003
2838.7551709999993,3247.555170999999,408.7999999999998
2488.9509339999995,3289.6509339999993,800.6999999999998
2561.2226479999995,3424.4226479999993,863.1999999999998
2832.1894000000007,3721.489400000001,889.3000000000003
3064.2952480000013,4050.995248000001,986.6999999999997
2085.096567999999,4088.0965679999995,2003.0000000000002
1161.312563999999,4091.9125639999997,2930.600000000001
687.4353799999985,4090.935380000001,3403.5000000000023
595.9673490000005,4077.467349,3481.4999999999995
644.9954690000004,4053.995469,3408.9999999999995
700.874264000001,4012.3742640000014,3311.5000000000005
786.3446009999984,3978.3446010000007,3192.0000000000023
1024.6790419999998,3933.7790420000006,2909.100000000001
1530.7503150000011,3920.950315000001,2390.2
2816.1173839999997,4055.817384,1239.7000000000003
3120.8767580000003,4585.1767580000005,1464.3000000000002
2802.1440339999995,4697.444034,1895.3000000000006
2410.292704000002,4623.892704000002,2213.6
2174.220278000001,4484.520278000001,2310.2999999999997
1999.3003329999992,4192.600332999999,2193.3
1428.207965,3855.5079650000002,2427.3
1151.8311150000004,3599.031115,2447.2
1002.156148999999,3471.956148999999,2469.8
901.4321899999995,3406.1321899999994,2504.7
947.4841690000007,3394.6841690000006,2447.2
892.980888999999,3448.9808889999995,2556.0000000000005
1080.3623149999999,3620.662315,2540.3
1531.432467000001,3967.932467000001,2436.5
1809.2050979999995,4324.205097999999,2515.0
936.8027330000004,4315.302733,3378.5
197.56051399999888,4234.060514,4036.500000000001
-422.38945599999715,4183.810544000001,4606.199999999998
-597.8625820000007,4109.137417999999,4707.0
-797.4759249999956,4048.4240749999994,4845.899999999995
-979.9711090000005,3974.428891,4954.400000000001
-841.590932999999,3924.0090670000004,4765.599999999999
-550.6869399999987,3859.8130599999995,4410.499999999998
-65.09971700000096,3825.000283,3890.100000000001
1611.524546,3925.4245459999993,2313.899999999999
1830.637079,4412.537079000001,2581.9000000000005
1955.8830029999986,4496.883002999999,2541.0000000000005
1791.406742999999,4429.906743,2638.5000000000005
1939.2539109999993,4328.853910999999,2389.6
1864.0685689999987,4153.468568999999,2289.4
1793.4208649999996,3905.6208649999994,2112.2
1648.7357680000007,3689.5357680000006,2040.8
1454.748846,3556.3488460000003,2101.6000000000004
1596.8831140000016,3477.183114000002,1880.3000000000006
1685.4948670000008,3447.1948670000006,1761.6999999999998
1962.076581000001,3469.176581000001,1507.1000000000001
2071.8031089999995,3550.203109,1478.4000000000003
2335.836274,3718.136274,1382.3000000000002
2546.2801739999986,3901.1801739999987,1354.9
1598.752901000002,3931.4529010000015,2332.6999999999994
879.2821199999994,3955.6821200000004,3076.400000000001
579.6528439999988,3942.852844,3363.200000000001
676.5133169999981,3872.4133169999986,3195.9000000000005
638.8846049999997,3757.1846050000004,3118.3000000000006
675.2145730000011,3663.3145730000015,2988.1000000000004
766.205195999999,3572.5051959999996,2806.3000000000006
1096.2232149999986,3509.623214999999,2413.4000000000005
1905.0503419999984,3489.2503419999994,1584.200000000001
3188.882854,3621.482854,432.59999999999985
3637.021239,4089.121239,452.09999999999985
3784.9535170000004,4230.553517,445.6000000000001
3754.647586,4164.947586,410.29999999999995
3593.8778810000017,4078.5778810000015,484.69999999999993
3455.0087189999995,3943.5087189999995,488.5
3282.8487770000015,3773.9487770000014,491.09999999999997
3061.5622969999986,3637.5622969999986,575.9999999999998
2974.1708069999995,3487.2708069999994,513.0999999999997
2957.4941579999995,3413.9941579999995,456.4999999999999
2898.534364,3391.334364,492.7999999999998
2868.833084,3397.0330839999997,528.1999999999997
3008.1987319999994,3454.2987319999993,446.0999999999999
3125.6147060000008,3555.7147060000007,430.09999999999985
3175.5463330000002,3679.346333,503.79999999999984
2086.4663020000007,3698.2663020000005,1611.7999999999995
1669.2084320000008,3722.808432000001,2053.6000000000004
1232.254633,3699.7546329999996,2467.4999999999995
796.6801380000011,3651.780138000001,2855.1
739.4334479999993,3603.233448000001,2863.8000000000015
680.3448730000014,3539.7448730000006,2859.399999999999
786.3904529999982,3484.490452999999,2698.100000000001
1099.539557,3437.0395570000005,2337.5000000000005
1817.1361719999995,3454.636172,1637.5000000000005
3295.379641000001,3597.479641000001,302.0999999999999
3562.849886,4097.549886,534.7
3519.4675560000005,4272.267556000001,752.8000000000003
3428.981817000001,4240.481817000001,811.5000000000002
3016.475912000001,4122.775912000001,1106.3
2504.6647429999994,3904.9647429999995,1400.3000000000002
2059.919970999999,3650.519970999999,1590.6
1799.4018969999995,3447.701897,1648.3000000000004
1724.1274710000005,3322.9274710000004,1598.8
1521.6437179999994,3280.643718,1759.0000000000005
1396.1034060000006,3274.8034060000005,1878.6999999999998
1515.02658,3328.7265800000005,1813.7000000000005
1620.5858299999989,3492.685829999999,1872.1000000000001
2071.031647,3836.5316470000002,1765.5000000000007
2534.5043589999996,4160.504359,1626.0
1601.1002810000014,4143.400280999999,2542.299999999998
823.3435159999967,4120.443515999999,3297.1000000000026
346.46356700000024,4111.063567,3764.6
424.31717300000037,4083.1171729999996,3658.7999999999993
816.511848000001,4044.211848000001,3227.7
1073.6155100000014,4005.51551,2931.8999999999987
1213.748537,3960.8485370000003,2747.1000000000004
1543.5377169999997,3922.037717,2378.5000000000005
2166.184861000001,3901.1848610000006,1734.9999999999995
3570.1037149999997,3997.2037149999996,427.0999999999999
4200.587925999999,4477.287925999999,276.70000000000005
4227.547099000001,4580.447099000001,352.9
4111.799159000001,4476.199159000001,364.4
3931.5774959999994,4313.677495999999,382.09999999999997
3586.7294810000003,4013.529481,426.79999999999995
3126.0057510000006,3688.2057510000004,562.1999999999999
2748.0783061999996,3440.1783061999995,692.1
2597.1011893999994,3297.9011893999996,700.8000000000001
2583.361582299998,3231.0615822999985,647.7
2522.9136066,3218.8136066,695.9
2599.4230270000003,3258.9230270000003,659.5
2649.8421839999996,3420.5421839999995,770.6999999999998
2802.8288780000007,3726.3288780000007,923.5
3037.2580859999994,4047.5580859999995,1010.3000000000002
2107.6819379999984,4033.3819379999986,1925.7000000000003
1246.4831430000008,4051.3831430000005,2804.8999999999996
656.4108659999993,4065.3108660000003,3408.900000000001
373.706635999999,4052.6066359999995,3678.9000000000005
456.17547900000045,4060.5754790000005,3604.4
853.187868999999,4034.3878689999992,3181.2000000000003
1043.329323,4028.9293230000003,2985.6000000000004
1078.9077100000018,3999.9077100000004,2920.9999999999986
1501.5040970000005,3958.9040970000005,2457.4
2727.2188830000005,4003.4188830000003,1276.2
3053.6160140000015,4470.916014000002,1417.3000000000006
2902.257494999999,4573.857494999999,1671.6000000000001
2775.4500189999985,4458.750018999998,1683.2999999999997
2634.8904889999994,4243.390488999999,1608.5000000000002
2320.9458170000016,3958.0458170000006,1637.0999999999992
2105.2808117000004,3633.8808117000003,1528.5999999999997
1870.0756322999987,3385.875632299999,1515.8000000000002
1713.5495436000006,3253.3495436000003,1539.7999999999997
1676.9781334000008,3193.9781334000004,1516.9999999999995
1667.2660935000008,3177.9660935000006,1510.6999999999998
1716.2502772999999,3208.1502772999997,1491.8999999999999
1994.7039649999997,3348.3039649999996,1353.6
2378.524999,3672.824999,1294.2999999999997
2688.512985000001,4029.612985000001,1341.1
1783.8064529999997,4058.5064530000004,2274.7000000000007
954.5243070000029,4000.524307000002,3045.999999999999
496.2803040000017,4004.2803040000003,3507.9999999999986
519.6056720000006,3987.1056719999997,3467.499999999999
892.7118549999986,3987.0118549999997,3094.300000000001
1123.6946019999996,3951.794601999999,2828.0999999999995
1037.9966729999992,3922.7966729999994,2884.8
1319.1397960000008,3885.7397960000008,2566.6
1728.6080310000016,3863.0080310000017,2134.4
2864.575976999999,3957.675976999999,1093.1
3199.658881000001,4403.658881000001,1204.0
2599.881573999999,4515.181573999999,1915.3000000000004
2684.9182939999996,4428.5182939999995,1743.6
2469.8557880000008,4260.655788000001,1790.8000000000004
1735.9212640000005,3975.4212640000005,2239.5
1720.6069859999996,3661.4069859999995,1940.8
1141.076527000001,3441.976527000001,2300.9
1240.4860700000008,3316.786070000001,2076.3
1279.9464530000002,3275.546453,1995.5999999999997
1099.5696449999982,3274.5696449999987,2175.0000000000005
843.230579,3318.330579,2475.1
835.0370799999996,3485.63708,2650.6000000000004
1132.0516060000004,3806.651606000001,2674.6000000000004
1422.2075379999997,4135.707538,2713.5
522.303915999998,4117.103915999999,3594.800000000001
-116.73310400000264,4097.766895999999,4214.500000000002
-536.3232470000016,4081.176753,4617.500000000002
-623.3217030000023,4028.4782969999997,4651.800000000002
-795.3170499999992,4002.8829500000006,4798.2
-920.3382599999986,3986.261740000001,4906.599999999999
-784.2261829999998,3912.0738170000004,4696.3
-377.63215200000013,3876.367848,4254.0
226.91424200000029,3856.5142420000006,3629.6000000000004
1993.5871529999997,3941.487153,1947.9000000000003
2985.8774489999996,4391.577448999999,1405.6999999999998
3012.7840269999997,4527.584027,1514.8000000000004
2679.1373249999997,4456.3373249999995,1777.1999999999998
2331.950286999999,4306.250286999999,1974.2999999999997
2025.9593069999985,4017.6593069999985,1991.7
1455.3561430000004,3716.6561430000006,2261.3
1061.587958999999,3473.987958999999,2412.4
813.3406139999993,3343.440613999999,2530.1
827.5093529999995,3286.0093529999995,2458.5
1035.2273999999993,3281.4273999999996,2246.2000000000003
1206.8059140000005,3327.8059140000005,2121.0
1368.9838280000004,3467.8838280000004,2098.9
1783.2342489999992,3773.134248999999,1989.8999999999996
2066.2214699999995,4097.12147,2030.9000000000005
698.5517469999995,4080.5517469999995,3382.0
257.293650000001,4050.69365,3793.399999999999
-502.69093699999985,4058.809063,4561.5
-921.0485029999986,4028.4514970000005,4949.499999999999
-1098.7131319999994,3984.1868679999993,5082.899999999999
-665.9355110000015,3938.5644890000003,4604.500000000002
-753.7416149999995,3886.9583850000004,4640.7
-666.0754409999959,3847.4245590000005,4513.499999999996
44.434374999998454,3812.4343749999994,3768.000000000001
1815.3365019999992,3885.5365020000004,2070.200000000001
2460.127882999999,4292.927882999999,1832.8
2283.3359230000005,4383.835923000001,2100.5
1642.7687359999986,4285.968735999999,2643.2000000000003
1583.7042299999998,4171.20423,2587.5000000000005
1533.4573149999992,3976.6573149999995,2443.2000000000003
1524.6836690000005,3743.283669000001,2218.6000000000004
1521.2234569999998,3521.4234569999994,2000.1999999999996
1480.7934459999988,3390.0934459999985,1909.2999999999997
1421.9343,3327.0343000000003,1905.1000000000004
1344.670203,3295.770202999999,1951.0999999999992
1859.8622000000007,3315.9622000000004,1456.0999999999997
1698.3487060000014,3386.3487060000016,1688.0000000000002
1630.1752320000003,3525.7752319999995,1895.5999999999992
1267.5778489999998,3682.977849,2415.4
133.9336460000004,3706.333646,3572.3999999999996
-649.6069790000001,3779.693021000001,4429.300000000001
